mode,scenario_name,content_case,selfcollide_mode,noslip_iterations,multiccd_mode,nativeccd_mode,pad_profile,pad_condim,vertcollide_mode,shell_thickness_scale,trial_index,requested_target_label,actual_region_label_at_close,accepted_candidate_rank,seam_overlap_ratio,fold_overlap_ratio,plain_top_overlap_ratio,left_contact_present,right_contact_present,trapped_shell_points,trapped_patch_arc_length,captured_shell_points,bundle_thickness_proxy,bilateral_contact_balance,tangential_slip_proxy,jaw_escape,contact_persistence_ms,pull_test_slip_mm,micro_lift_survival,load_following_ratio,latch_activated,latch_activation_time,lift_height,hold_time,lift_height_contact_only,hold_time_contact_only,final_slip_distance,drop_or_not,no_graspable_patch_found,pass_fail,hold_surrogate_activated,rectification_used,candidate_policy_tag,candidate_score,nonfinite,xml,output_dir
contact_only_eval,simple_fold,underfilled,none,0,off,off,lip,4,false,1.0,0,auto,fold,0,0.0,1.0,0.0,True,False,3,0.028569866888297265,3,0.017836076294399594,0.0,0.11726446224680916,False,770.0,23.452892449361833,False,0.2848520694684967,False,-1.0,0.016507798610788688,0.75,0.016507798610788688,0.75,0.03598752417251529,False,True,False,False,none,fold_root_or_rolled_body,4.3580268164300895,False,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\c\und_none_n0_ccd0_lc4_t100\simple_fold_auto_t00\scene_c_t00.xml,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\c\und_none_n0_ccd0_lc4_t100\simple_fold_auto_t00
