scenario_name,test_name,mode_free_or_anchored,joint_name,joint_type,joint_max_delta_deg_or_mm,limit_hit
baseline_filled,top_preload,free,side_gusset_right_01_hinge,hinge_deg,0.752476,False
baseline_filled,top_preload,free,side_gusset_right_02_hinge,hinge_deg,0.491527,False
baseline_filled,top_preload,free,top_seam_00_hinge,hinge_deg,0.659457,False
baseline_filled,top_preload,free,top_seam_01_hinge,hinge_deg,0.776103,False
baseline_filled,top_preload,free,top_seam_02_hinge,hinge_deg,0.787126,False
baseline_filled,top_preload,free,top_seam_03_hinge,hinge_deg,1.938376,False
baseline_filled,top_preload,free,top_seam_04_hinge,hinge_deg,3.234564,False
baseline_filled,top_preload,free,top_seam_05_hinge,hinge_deg,8.379701,False
baseline_filled,top_preload,free,top_seam_06_hinge,hinge_deg,3.455295,False
baseline_filled,top_preload,free,top_seam_07_hinge,hinge_deg,1.977874,False
baseline_filled,top_preload,free,top_seam_08_hinge,hinge_deg,1.496676,False
baseline_filled,top_preload,free,top_seam_09_hinge,hinge_deg,1.177316,False
baseline_filled,top_preload,free,top_seam_10_hinge,hinge_deg,1.107747,False
baseline_filled,side_push,free,back_face_00_hinge,hinge_deg,1.367850,False
baseline_filled,side_push,free,back_face_01_hinge,hinge_deg,1.135666,False
baseline_filled,side_push,free,back_face_02_hinge,hinge_deg,1.164599,False
baseline_filled,side_push,free,back_face_03_hinge,hinge_deg,1.456612,False
baseline_filled,side_push,free,bottom_sling_left_hinge,hinge_deg,0.017870,False
baseline_filled,side_push,free,bottom_sling_right_hinge,hinge_deg,0.021504,False
baseline_filled,side_push,free,bottom_sling_slide,slide_mm,0.451197,False
baseline_filled,side_push,free,fold_patch_left_hinge,hinge_deg,6.525489,False
baseline_filled,side_push,free,fold_patch_right_hinge,hinge_deg,7.058246,False
baseline_filled,side_push,free,front_face_00_hinge,hinge_deg,1.357682,False
baseline_filled,side_push,free,front_face_01_hinge,hinge_deg,1.125113,False
baseline_filled,side_push,free,front_face_02_hinge,hinge_deg,1.154003,False
baseline_filled,side_push,free,front_face_03_hinge,hinge_deg,1.445330,False
baseline_filled,side_push,free,lower_belly_00_hinge,hinge_deg,0.001615,False
baseline_filled,side_push,free,lower_belly_01_hinge,hinge_deg,0.014391,False
baseline_filled,side_push,free,lower_belly_02_hinge,hinge_deg,0.003241,False
baseline_filled,side_push,free,lower_belly_03_hinge,hinge_deg,0.018896,False
baseline_filled,side_push,free,lower_belly_04_hinge,hinge_deg,0.002112,False
baseline_filled,side_push,free,lower_belly_05_hinge,hinge_deg,0.013747,False
baseline_filled,side_push,free,payload_aux_x,slide_mm,0.047608,False
baseline_filled,side_push,free,payload_aux_y,slide_mm,0.002484,False
baseline_filled,side_push,free,payload_aux_z,slide_mm,0.236126,False
baseline_filled,side_push,free,payload_left_x,slide_mm,0.121322,False
baseline_filled,side_push,free,payload_left_y,slide_mm,0.131503,False
baseline_filled,side_push,free,payload_left_z,slide_mm,0.366261,False
baseline_filled,side_push,free,payload_main_x,slide_mm,0.010503,False
baseline_filled,side_push,free,payload_main_y,slide_mm,0.003512,False
baseline_filled,side_push,free,payload_main_z,slide_mm,0.392075,False
baseline_filled,side_push,free,payload_right_x,slide_mm,0.066225,False
baseline_filled,side_push,free,payload_right_y,slide_mm,0.132651,False
baseline_filled,side_push,free,payload_right_z,slide_mm,0.424692,False
baseline_filled,side_push,free,shoulder_left_00_hinge,hinge_deg,1.003431,False
baseline_filled,side_push,free,shoulder_left_01_hinge,hinge_deg,5.972443,False
baseline_filled,side_push,free,shoulder_left_02_hinge,hinge_deg,1.325639,False
baseline_filled,side_push,free,shoulder_left_03_hinge,hinge_deg,5.897238,False
baseline_filled,side_push,free,shoulder_left_04_hinge,hinge_deg,0.915300,False
baseline_filled,side_push,free,shoulder_right_00_hinge,hinge_deg,1.011786,False
baseline_filled,side_push,free,shoulder_right_01_hinge,hinge_deg,5.995992,False
baseline_filled,side_push,free,shoulder_right_02_hinge,hinge_deg,1.334862,False
baseline_filled,side_push,free,shoulder_right_03_hinge,hinge_deg,5.935105,False
baseline_filled,side_push,free,shoulder_right_04_hinge,hinge_deg,0.923065,False
baseline_filled,side_push,free,side_gusset_left_00_hinge,hinge_deg,0.458865,False
baseline_filled,side_push,free,side_gusset_left_01_hinge,hinge_deg,0.803978,False
baseline_filled,side_push,free,side_gusset_left_02_hinge,hinge_deg,0.505950,False
baseline_filled,side_push,free,side_gusset_right_00_hinge,hinge_deg,0.449020,False
baseline_filled,side_push,free,side_gusset_right_01_hinge,hinge_deg,0.791996,False
baseline_filled,side_push,free,side_gusset_right_02_hinge,hinge_deg,0.495183,False
baseline_filled,side_push,free,top_seam_00_hinge,hinge_deg,0.078803,False
baseline_filled,side_push,free,top_seam_01_hinge,hinge_deg,0.008250,False
baseline_filled,side_push,free,top_seam_02_hinge,hinge_deg,0.097426,False
baseline_filled,side_push,free,top_seam_03_hinge,hinge_deg,0.019108,False
