mode,scenario_name,content_case,selfcollide_mode,noslip_iterations,multiccd_mode,nativeccd_mode,pad_profile,pad_condim,vertcollide_mode,shell_thickness_scale,trial_index,requested_target_label,actual_region_label_at_close,accepted_candidate_rank,seam_overlap_ratio,fold_overlap_ratio,plain_top_overlap_ratio,left_contact_present,right_contact_present,trapped_shell_points,trapped_patch_arc_length,captured_shell_points,bundle_thickness_proxy,bilateral_contact_balance,tangential_slip_proxy,jaw_escape,contact_persistence_ms,pull_test_slip_mm,micro_lift_survival,load_following_ratio,latch_activated,latch_activation_time,lift_height,hold_time,lift_height_contact_only,hold_time_contact_only,final_slip_distance,drop_or_not,no_graspable_patch_found,pass_fail,hold_surrogate_activated,rectification_used,candidate_policy_tag,candidate_score,nonfinite,xml,output_dir
qualification_gated_capture,exposed_seam,underfilled,none,1,on,off,lip,4,false,1.1,0,auto,seam,1,0.6666666666666666,0.0,0.3333333333333333,True,True,3,0.07752477070696195,3,0.027723653634218748,0.375,0.10142169767139712,False,679.0,20.284339534279425,True,0.07798267023906578,True,3.439999999999732,0.00304182548568252,0.75,0.00304182548568252,0.75,0.011212465501680657,True,False,False,True,none,underfilled_shoulder,2.802584340743527,False,demos\realistic_top_grasp\out\cap_render_check\exposed_seam_auto_t00\scene_cap_t00.xml,demos\realistic_top_grasp\out\cap_render_check\exposed_seam_auto_t00
