scenario_name,requested_target_label,actual_region_label_at_close,trapped_patch_count,bilateral_contact_balance,pull_test_slip_mm,load_following_ratio,connect_activated,lift_height,hold_time,final_slip_distance,drop_or_not,no_graspable_patch_found,mode,accepted_candidate_rank,jaw_escape
underfilled,auto,seam,4,1.0,33.10233441945291,0.20519870741278132,True,0.008875501396142849,0.65,0.07927293273879003,True,False,qualification_gated_connect,0,False
