time,hinge_top_panel_deg,hinge_left_side_panel_deg,hinge_right_side_panel_deg,hinge_left_bottom_panel_deg,hinge_right_bottom_panel_deg
0.001,0.0004944937387165734,0.0060719986678003665,-0.004868394323940525,0.025665942262148283,-0.021868550565378068
0.02100000000000001,0.02834092325958972,0.6156149304296383,-0.5352235267584886,2.7136027555541333,-2.455611351897211
0.04100000000000003,0.048663825603801725,1.1807613459427557,-1.0577792962715327,5.490386000683178,-5.097248431035602
0.06100000000000005,0.06589766775582641,1.5011577579358097,-1.3901874259518237,7.426335985445093,-7.03566741812897
0.08100000000000006,0.06739025318937271,1.5426370490786083,-1.5286590347196747,8.726441359346675,-8.333085997643385
0.10100000000000008,0.06861614624788687,1.295234817400486,-1.4460660513804573,9.56087797037961,-9.186152891882667
0.1210000000000001,0.08285433065555013,0.6189362201595175,-1.0748110427606647,9.846447041883444,-9.695035397776634
0.1410000000000001,0.2244788689846774,-0.4677987296421837,-0.22340151877171185,9.6668812534898,-9.779186271102018
0.16100000000000012,0.3412546869868451,-0.9584320784528272,0.03590634033769533,9.27249452840524,-9.465591979568135
0.18100000000000013,0.3023453681895033,-1.0044690240341592,0.05201240525768736,8.657449379350133,-8.984919694718961
0.20100000000000015,0.22845139578634516,-1.0098967920699924,0.052956132570872456,8.223124952705495,-8.62280620900797
0.22100000000000017,0.17074454450216384,-1.012134729526326,0.05299464157603053,8.073303132506851,-8.489048819966603
0.2410000000000002,0.16155029207341257,-1.0144765379316598,0.05299955331422945,8.017191808741357,-8.52823773342374
0.2610000000000002,0.20904544161601613,-1.0172574331696698,0.052974735366161735,8.016371543617874,-8.57852373818942
0.2810000000000002,0.2688443756923168,-1.0202905707310441,0.05296032079652725,8.045169284154566,-8.614673686073566
0.3010000000000002,0.31450372666181775,-1.0235099861485335,0.052957040579631194,8.075614508572862,-8.637557516954345
0.32100000000000023,0.34354911591471216,-1.02689707028562,0.05295742239505854,8.100496457532826,-8.652545485324932
0.34100000000000025,0.3619572825178944,-1.0304439605374351,0.05295861800842234,8.12182000083682,-8.665719325446466
0.36100000000000027,0.3758139764026067,-1.0341528567105998,0.05295989925135052,8.142240618812849,-8.681276881267365
0.3810000000000003,0.38906699692795743,-1.0380329197359983,0.05296099567994688,8.162953687438684,-8.700325820887869
0.4010000000000003,0.40338692121640707,-1.0420900425883506,0.05296149281626695,8.184194270877947,-8.72167149886558
0.4210000000000003,0.4188300794727835,-1.0463210106660181,0.05296143246583096,8.205811479131484,-8.74348968284679
0.44100000000000034,0.43458576567202695,-1.0507185147283047,0.0529610422909098,8.227589964560254,-8.764505346111049
0.46100000000000035,0.44982262730268474,-1.0552712473015728,0.05296064840444363,8.249370795285113,-8.784356557468824
0.48100000000000037,0.4641154907250059,-1.0599689753193051,0.05296038718373412,8.271111302357216,-8.803316488207646
0.5010000000000003,0.4774760399995627,-1.0648040115729334,0.052960348745197165,8.29281761084336,-8.82185443340663
0.5210000000000004,0.4901010134625562,-1.069770994360421,0.052960387657162676,8.314515150885553,-8.840300399259627
0.5410000000000004,0.5022388908669067,-1.0748654179797683,0.05296039680209251,8.336246166386346,-8.858754955130063
0.5610000000000004,0.514088625110753,-1.0800819235183134,0.05296035436173832,8.358024140217406,-8.87716432265278
0.5810000000000004,0.5257225746700358,-1.0854173809380123,0.052960202126468785,8.379909593693434,-8.895398596427873
0.6010000000000004,0.5370129816460426,-1.090871445528512,0.052959720366076116,8.402062144820587,-8.91330292014386
0.6210000000000004,0.5478843240578539,-1.0964413036585754,0.05295900695080521,8.424595830015301,-8.930815603133917
0.6410000000000005,0.5583522361124603,-1.1021213916469195,0.05295826412672186,8.4475360300406,-8.947958812515704
0.6610000000000005,0.5684829182732527,-1.1079047491495857,0.05295755124639159,8.470883412990188,-8.964768714854968
0.6810000000000005,0.578358676266137,-1.1137879491293154,0.052956821745327516,8.494630169529925,-8.981262373373417
0.7010000000000005,0.588080227709251,-1.1197638073877172,0.05295611291931959,8.518758064489257,-8.997443549215932
0.7210000000000005,0.5975904966641712,-1.1258289575073739,0.05295549825599428,8.543173033270584,-9.013276384220227
0.7410000000000005,0.6076968646033684,-1.180038462814511,0.0899618258706658,8.57162933825846,-9.029647768562311
0.7610000000000006,0.6090296384393582,-1.2836138461757456,0.12164579104652459,8.599736812338493,-9.038621895708195
0.7810000000000006,0.5781926621981178,-1.379622410556762,0.16198913520546712,8.617677173866722,-9.037230951411573
0.8010000000000006,0.5167709648311325,-1.4726909612870358,0.21555695689078228,8.632126669665286,-9.031285554973529
0.8210000000000006,0.4348114485774569,-1.563539622901428,0.30904972793525354,8.645055081784966,-9.02327110829916
0.8410000000000006,0.3479341021707663,-1.6455382308924595,0.4454208084030596,8.660025302958386,-9.00950363531959
0.8610000000000007,0.27290625955606085,-1.7285814114132414,0.6403212952721158,8.682485542492385,-8.984630264996838
0.8810000000000007,0.2061539173194128,-1.790300194318076,1.3098975335185576,8.70788085120716,-8.956398385333234
0.9010000000000007,0.21427611064256522,-1.8087249547423554,2.7279331080630063,8.739233786520382,-8.925649909267285
0.9210000000000007,0.4002664523779245,-1.8098572059920406,4.233324745100423,8.828176519573129,-8.826546197523339
0.9410000000000007,0.5553365192788176,-1.829840864298879,5.478206487221512,8.924464676165735,-8.723991018516559
0.9610000000000007,0.6440549296526195,-1.8462325889150508,6.246762323095627,9.018101068236216,-8.636305945660851
0.9810000000000008,0.7162408563793081,-1.847379187237548,6.479129086043161,9.102646498822434,-8.567559798897507
1.0010000000000006,0.8468828437522256,-1.8738521874760954,6.4413841038143795,9.189315909934486,-8.497561922337592
1.0209999999999984,1.0307230083442083,-1.9065616196599076,6.335611571225279,9.277619992479302,-8.423749208370918
1.0409999999999962,1.232044463894183,-1.9568218529465111,6.2412984666606866,9.362170275819132,-8.352054215806282
1.060999999999994,1.4254452582076478,-2.002308803466128,6.170072197012803,9.440247300801923,-8.286369636746965
1.0809999999999917,1.6042785705098634,-2.0560267523991578,6.113115171557662,9.512821559604092,-8.226962234657437
1.1009999999999895,1.762826576460872,-2.104804619832362,6.056865172758393,9.581300085813085,-8.173469148446697
1.1209999999999873,1.9089299220773965,-2.153548139079099,5.999831004523283,9.646814448523694,-8.124397262105049
1.1409999999999851,2.0362953991215016,-2.1907069339607848,5.942208847529849,9.707834044680347,-8.082366525882941
1.160999999999983,2.156681719040849,-2.2457081788749353,5.88554666225036,9.770373376038199,-8.047213846881876
1.1809999999999807,2.265558700469002,-2.3014437311141993,5.8263915812275355,9.829344989636459,-8.01714498824092
1.2009999999999785,2.3871905783699128,-2.4288285387765214,5.755558177687954,9.899913844084551,-7.9944078825178675
1.2209999999999763,2.5293249168700584,-2.5205562500989402,5.65846609340069,9.982103562246417,-7.9761381557947635
1.2409999999999741,2.6699192684959017,-2.5309966385698073,5.561319631499257,10.045661584956086,-7.95507202160822
1.260999999999972,2.779979369852141,-2.5314696620126425,5.487941587385403,10.093760006525061,-7.93410072303189
1.2809999999999697,2.843506293574665,-2.531426507283203,5.460691168882035,10.129525990200753,-7.912470118350076
1.3009999999999675,2.861408967143298,-2.5312331906300907,5.456510936306924,10.16080246518816,-7.894855074052035
1.3209999999999653,2.8591098723466883,-2.5308565454305185,5.4541269646856625,10.18453659728673,-7.885894562279765
1.340999999999963,2.84506596220065,-2.530471371694838,5.452050819281983,10.202568137253722,-7.882354215986692
1.360999999999961,2.8244283175628055,-2.5300697133346697,5.450167236574419,10.21662169731681,-7.882073029213137
1.3809999999999587,2.7996774211035165,-2.529640521611935,5.448442319039537,10.227652162949155,-7.8838179748111035
1.4009999999999565,2.7719502981547754,-2.5291872829588855,5.446968685046896,10.236184592398121,-7.886834222592657
1.4209999999999543,2.74186143106506,-2.5287258587385293,5.44596130445724,10.242553479946533,-7.890569070988495
1.440999999999952,2.70974590754258,-2.5282474174373393,5.4453625571862085,10.246935967723797,-7.894644610505865
1.46099999999995,2.6759695924211835,-2.5277272880364468,5.445002734551581,10.249401530925548,-7.898815577388321
1.4809999999999477,2.6406907300544225,-2.5271680955285314,5.444641024455715,10.249927753435635,-7.902986049245866
1.5009999999999455,2.6037510475214094,-2.526552953075765,5.444264437904139,10.248536708857136,-7.90699000205087
1.5209999999999433,2.5651334145460023,-2.525877065379708,5.443886591673715,10.245223939575572,-7.910698350639418
1.540999999999941,2.5248054842961754,-2.5251381101136254,5.4435163708942635,10.2399708400739,-7.914007313194207
1.5609999999999389,2.482683051307733,-2.524333249836968,5.443159520002012,10.232757168239168,-7.916827805424396
1.5809999999999367,2.4386835251879764,-2.523458577622634,5.442822082282745,10.223568609345577,-7.919079060924496
1.6009999999999345,2.3927215712090826,-2.5225143016128677,5.442502414076449,10.212393917861332,-7.920686641998547
1.6209999999999323,2.344917636221194,-2.521519120148597,5.442177735345292,10.199308178001393,-7.92148900492988
1.64099999999993,2.2955082411157144,-2.5204674100984406,5.441857779661492,10.184361297943003,-7.921330760376963
1.6609999999999279,2.244544682531906,-2.5193694654949224,5.441528408576318,10.166402165041372,-7.9195868504756035
1.6809999999999257,2.1902362796710615,-2.518186023516344,5.4412458535771435,10.131080279532615,-7.911245302517969
1.7009999999999235,2.1321441590120904,-2.5168517250093254,5.441084826550497,10.072519144433274,-7.8926486425378855
1.7209999999999213,2.0714266451266052,-2.515420451060233,5.440931374901922,9.992445220018212,-7.859985870261682
1.740999999999919,2.0095536251644623,-2.5139452324011513,5.440710995453693,9.89428036140745,-7.808760267432585
1.7609999999999169,1.9444145148620193,-2.5123876347773515,5.440355559169823,9.778388507408405,-7.741196277468925
1.7809999999999147,1.87636031116659,-2.510757943907055,5.4397393080928715,9.647775890306704,-7.654714243082045
1.8009999999999124,1.8027301098951136,-2.5090244708054517,5.4388898034022235,9.501630822603081,-7.554401731090103
1.8209999999999102,1.7248160510318136,-2.507214082261471,5.437973920191099,9.34412560453953,-7.44342582412694
1.840999999999908,1.6445046378588,-2.505329745959723,5.437135530517643,9.181686543786158,-7.330129286091867
1.8609999999999058,1.560386734051058,-2.5033162986030577,5.436115445106177,9.015055708231172,-7.217534187406502
1.8809999999999036,1.4727014041597761,-2.5011998350556883,5.435003298478342,8.8453725598228,-7.10263235646446
1.9009999999999014,1.3813333389727103,-2.4989770408230454,5.4337826298752105,8.672812255695998,-6.988501444870725
1.9209999999998992,1.228995114801931,-2.4961882322444806,5.430600929285936,8.52501577342286,-6.874550075779911
1.940999999999897,0.9140398625398266,-2.4926849905056563,5.424355846232178,8.447446101642804,-6.777755063233371
1.9609999999998948,0.5447161469860508,-2.4892713477569686,5.419073250358763,8.405963036977791,-6.675155417863269
1.9809999999998926,0.16773518520587835,-2.4858356061232407,5.414675221460782,8.373535074865455,-6.5594675358835435
2.0009999999998906,-0.2047410231732071,-2.48229287314339,5.410658623970463,8.337047071070902,-6.43347186008284
