mode,scenario_name,content_case,selfcollide_mode,noslip_iterations,multiccd_mode,nativeccd_mode,pad_profile,pad_condim,vertcollide_mode,shell_thickness_scale,close_timestep,gripper_kv,gripper_dampratio,trial_index,requested_target_label,actual_region_label_at_close,accepted_candidate_rank,seam_overlap_ratio,fold_overlap_ratio,plain_top_overlap_ratio,left_contact_present,right_contact_present,trapped_shell_points,trapped_patch_arc_length,captured_shell_points,bundle_thickness_proxy,bilateral_contact_balance,tangential_slip_proxy,jaw_escape,rollback_used,contact_persistence_ms,pull_test_slip_mm,micro_lift_survival,load_following_ratio,latch_activated,latch_activation_time,lift_height,hold_time,lift_height_contact_only,hold_time_contact_only,final_slip_distance,drop_or_not,no_graspable_patch_found,pass_fail,hold_surrogate_activated,rectification_used,candidate_policy_tag,candidate_score,nonfinite,xml,output_dir
qualification_gated_capture,exposed_seam,underfilled,none,1,on,off,shallow_concave,4,false,1.1,0.0005,320.0,0.2,0,auto,seam,0,0.8333333333333334,0.0,0.16666666666666666,True,True,6,0.14114095196046234,6,0.1274150618862275,0.6666666666666666,0.08269975349488684,False,True,480.5,16.53995069897737,True,0.1232763392973111,True,1.1304999999999863,0.045893999855049605,0.75,0.045893999855049605,0.75,0.04654099276697705,False,False,True,True,none,underfilled_shoulder,2.882104512570222,False,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\cap\und_none_n1_ccd1_sc4_t110_dt500\exposed_seam_auto_t00\scene_cap_t00.xml,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\cap\und_none_n1_ccd1_sc4_t110_dt500\exposed_seam_auto_t00
