scenario_name,trial_index,region_label_at_close,seam_overlap_ratio,fold_overlap_ratio,plain_top_overlap_ratio,captured_shell_points,bundle_thickness_proxy,bilateral_contact_balance,contact_persistence_ms,pull_test_slip_mm,load_margin_proxy,hold_surrogate_activated,lift_height,shake_survival,final_slip_distance,pass_fail,nonfinite,xml,output_dir
exposed_seam,0,seam,0.5,0.0,0.5,4,0.025072253776033025,0.0,834.0,68.88427068980626,0.6499999999999999,True,0.09176680095839956,True,0.003298171188690308,True,False,demos\realistic_top_grasp\out\render_smoke\exposed_seam\trial_00\scene_exposed_seam_trial_00.xml,demos\realistic_top_grasp\out\render_smoke\exposed_seam\trial_00
simple_fold,0,plain_top,0.0,0.0,1.0,3,0.045963434202563144,0.0,482.0,145.26475222533128,0.575,True,0.09194271905390378,True,0.004369919965634545,True,False,demos\realistic_top_grasp\out\render_smoke\simple_fold\trial_00\scene_simple_fold_trial_00.xml,demos\realistic_top_grasp\out\render_smoke\simple_fold\trial_00
severe_fold,0,fold,0.0,0.5,0.0,2,0.016991758131368148,0.0,525.0,52.85501455119071,0.49047771568514364,False,-0.04964469727930948,False,0.14701595028458073,False,False,demos\realistic_top_grasp\out\render_smoke\severe_fold\trial_00\scene_severe_fold_trial_00.xml,demos\realistic_top_grasp\out\render_smoke\severe_fold\trial_00
