scenario_name,requested_target_label,actual_region_label_at_close,trapped_patch_count,bilateral_contact_balance,pull_test_slip_mm,load_following_ratio,connect_activated,lift_height,hold_time,final_slip_distance,drop_or_not,no_graspable_patch_found,mode,accepted_candidate_rank,jaw_escape
top_fold_simple,auto,rim,5,1.0,37.56997147483345,-0.07173566642179958,False,0.006901732342693284,0.65,0.08564276468480274,True,True,qualification_gated_connect,0,False
