phase,time_s,upper_half_width,lower_half_width,shoulder_angle_mean_deg,shoulder_angle_local_deg,belly_angle_mean_deg,bottom_sag_m,payload_slide_x_m,payload_slide_y_m,payload_slide_z_m,payload_world_z_m,bag_com_x_m,bag_com_y_m,bag_com_z_m,gripper_bag_contact_count,scoop_bag_contact_count,shape_change_score,support_margin_proxy,bag_up_z,side_fall_bias
observe,0.34900000000000025,0.163227855035512,0.25226056175913913,0.9407009984956307,-1.1568763836620533,0.31206603829175467,-0.009540919017717319,0.00014842694746625232,-0.0003286419038413716,-0.00795625716633243,0.07384939419157921,-0.014678724078819825,0.03926417982565007,0.16128233481412632,6,2,9.24956649285628,0.01666067834379894,0.9864470742785216,1.0
approach,0.7990000000000006,0.161918548728235,0.2461139933519968,2.3093384768372345,-2.1570330982191885,0.4457037914719628,-0.009882853274293628,-0.00031861980730818067,-0.0005382683487290204,-0.008306832212728201,0.07195396866261887,-0.01638159550803925,0.0476681574905785,0.1596275894998174,12,3,11.645945231784431,0.02654100135399723,0.9861119612208638,1.0
pinch,1.5489999999999402,0.17058104841980695,0.2545296649244806,6.963833177135754,-27.175013622311926,2.8829915943608317,0.0055321891916249,-0.001711201869925142,0.0006267950195511879,0.006296622085923898,0.07804083892630509,-0.014128293822959546,0.026479003380345745,0.15531145149912448,6,2,35.920489914727085,0.02,0.9569270662126487,1.0
micro_lift,2.398999999999847,0.17797250684319196,0.26487696470904154,8.812497023891117,-29.206806738991613,4.768646366075106,-0.0005778364413103354,-0.003327565596319733,0.00229570689647373,-4.5542046117912303e-05,0.07472951819415691,-0.0065871443482266425,0.0233977292306749,0.15576875430444884,6,2,38.75411693243805,0.01979775724554138,0.955597315404823,1.0
scoop_insert,3.3479999999997423,0.12409503770160948,0.21336614722702305,2.360181368888136,-3.3344423155036074,5.324445494239591,-0.020283168783949423,-0.007699043810080283,0.003175014067855619,-0.017786365554959323,0.11647774215621767,0.06737610503986208,0.02874589232373898,0.1927085895357294,15,7,35.67744699136,0.06290089092561771,0.7648423643122737,1.0
support_lift,4.097999999999703,0.1288056850719129,0.20010017090086343,2.7748118212572064,-4.929874096834021,2.2459956171492865,-0.015241991134850676,-0.0005641722841667831,-0.015259096303636414,-0.013534299001837082,0.1308567679612203,0.07418522931039223,0.035667788500818275,0.2007455606262298,14,7,36.62596325712521,0.06466530310280227,0.7731973688563513,1.0
