scenario_name,post_release,nflex,pass_fail,images,xml,mean_qvel,max_qvel,nan_or_inf,upper_half_width,lower_half_width,shoulder_drop,com_z,preferred_patch_rank,preferred_patch_label
underfilled,False,0,True,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\shape_coupled_sack_core\out\underfilled_front.png;D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\shape_coupled_sack_core\out\underfilled_side.png,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\shape_coupled_sack_core\generated\scene_shape_coupled_sack_underfilled.xml,0.350962427568256,0.4651820581967961,False,0.1507756297316231,0.2452558262412729,0.055408490967691015,0.16589483908074493,1,shoulder
