mode,scenario_name,content_case,selfcollide_mode,noslip_iterations,trial_index,requested_target_label,actual_region_label_at_close,accepted_candidate_rank,seam_overlap_ratio,fold_overlap_ratio,plain_top_overlap_ratio,captured_shell_points,bundle_thickness_proxy,bilateral_contact_balance,contact_persistence_ms,pull_test_slip_mm,micro_lift_survival,load_following_ratio,latch_activated,lift_height,hold_time,lift_height_contact_only,hold_time_contact_only,final_slip_distance,drop_or_not,no_graspable_patch_found,pass_fail,hold_surrogate_activated,rectification_used,candidate_policy_tag,candidate_score,nonfinite,xml,output_dir
contact_only_eval,simple_fold,underfilled,none,0,0,auto,fold,0,0.0,0.75,0.0,4,0.054020787311788165,0.0,352.0,19.763223961852333,True,0.438015718351897,False,-0.0035599275230858984,0.75,-0.0035599275230858984,0.75,0.05499727476558228,True,True,False,False,none,fold_root_or_rolled_body,4.363967004469333,False,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\c\und_none_n0\simple_fold_auto_t00\scene_contact_only_eval_t00.xml,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\c\und_none_n0\simple_fold_auto_t00
