scenario_name,test_name,mode_free_or_anchored,joint_name,joint_type,joint_max_delta_deg_or_mm,limit_hit
underfilled,shoulder_poke_right,free,outer_bottom_edge_left_10_hinge,hinge_deg,1.925971,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_00_hinge,hinge_deg,1.323061,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_01_hinge,hinge_deg,1.587282,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_02_hinge,hinge_deg,1.955070,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_03_hinge,hinge_deg,1.410634,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_04_hinge,hinge_deg,0.489105,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_05_hinge,hinge_deg,1.358399,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_06_hinge,hinge_deg,0.397164,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_07_hinge,hinge_deg,1.303487,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_08_hinge,hinge_deg,1.880381,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_09_hinge,hinge_deg,1.641324,False
underfilled,shoulder_poke_right,free,outer_bottom_edge_right_10_hinge,hinge_deg,1.318206,False
underfilled,shoulder_poke_right,free,outer_lower_left_00_hinge,hinge_deg,0.289249,False
underfilled,shoulder_poke_right,free,outer_lower_left_01_hinge,hinge_deg,0.272179,False
underfilled,shoulder_poke_right,free,outer_lower_left_02_hinge,hinge_deg,0.263945,False
underfilled,shoulder_poke_right,free,outer_lower_left_03_hinge,hinge_deg,0.254619,False
underfilled,shoulder_poke_right,free,outer_lower_left_04_hinge,hinge_deg,0.245537,False
underfilled,shoulder_poke_right,free,outer_lower_left_05_hinge,hinge_deg,0.235926,False
underfilled,shoulder_poke_right,free,outer_lower_left_06_hinge,hinge_deg,0.226642,False
underfilled,shoulder_poke_right,free,outer_lower_left_07_hinge,hinge_deg,0.216344,False
underfilled,shoulder_poke_right,free,outer_lower_left_08_hinge,hinge_deg,0.206983,False
underfilled,shoulder_poke_right,free,outer_lower_left_09_hinge,hinge_deg,0.195957,False
underfilled,shoulder_poke_right,free,outer_lower_left_10_hinge,hinge_deg,0.193165,False
underfilled,shoulder_poke_right,free,outer_lower_right_00_hinge,hinge_deg,1.569187,False
underfilled,shoulder_poke_right,free,outer_lower_right_01_hinge,hinge_deg,2.105466,False
underfilled,shoulder_poke_right,free,outer_lower_right_02_hinge,hinge_deg,2.984171,False
underfilled,shoulder_poke_right,free,outer_lower_right_03_hinge,hinge_deg,3.501829,False
underfilled,shoulder_poke_right,free,outer_lower_right_04_hinge,hinge_deg,3.904318,False
underfilled,shoulder_poke_right,free,outer_lower_right_05_hinge,hinge_deg,4.722165,False
underfilled,shoulder_poke_right,free,outer_lower_right_06_hinge,hinge_deg,3.878958,False
underfilled,shoulder_poke_right,free,outer_lower_right_07_hinge,hinge_deg,3.469578,False
underfilled,shoulder_poke_right,free,outer_lower_right_08_hinge,hinge_deg,2.964078,False
underfilled,shoulder_poke_right,free,outer_lower_right_09_hinge,hinge_deg,2.159080,False
underfilled,shoulder_poke_right,free,outer_lower_right_10_hinge,hinge_deg,1.565312,False
underfilled,shoulder_poke_right,free,outer_mid_back_00_hinge,hinge_deg,1.689006,False
underfilled,shoulder_poke_right,free,outer_mid_back_01_hinge,hinge_deg,2.740712,False
underfilled,shoulder_poke_right,free,outer_mid_back_02_hinge,hinge_deg,4.505627,False
underfilled,shoulder_poke_right,free,outer_mid_back_03_hinge,hinge_deg,6.223467,False
underfilled,shoulder_poke_right,free,outer_mid_back_04_hinge,hinge_deg,7.968823,False
underfilled,shoulder_poke_right,free,outer_mid_back_05_hinge,hinge_deg,11.604386,False
underfilled,shoulder_poke_right,free,outer_mid_back_06_hinge,hinge_deg,7.966555,False
underfilled,shoulder_poke_right,free,outer_mid_back_07_hinge,hinge_deg,6.223535,False
underfilled,shoulder_poke_right,free,outer_mid_back_08_hinge,hinge_deg,4.504903,False
underfilled,shoulder_poke_right,free,outer_mid_back_09_hinge,hinge_deg,2.761450,False
underfilled,shoulder_poke_right,free,outer_mid_back_10_hinge,hinge_deg,1.690171,False
underfilled,shoulder_poke_right,free,outer_mid_front_00_hinge,hinge_deg,3.066371,False
underfilled,shoulder_poke_right,free,outer_mid_front_01_hinge,hinge_deg,3.062841,False
underfilled,shoulder_poke_right,free,outer_mid_front_02_hinge,hinge_deg,3.058968,False
underfilled,shoulder_poke_right,free,outer_mid_front_03_hinge,hinge_deg,3.059539,False
underfilled,shoulder_poke_right,free,outer_mid_front_04_hinge,hinge_deg,3.058032,False
underfilled,shoulder_poke_right,free,outer_mid_front_05_hinge,hinge_deg,3.055216,False
underfilled,shoulder_poke_right,free,outer_mid_front_06_hinge,hinge_deg,3.052575,False
underfilled,shoulder_poke_right,free,outer_mid_front_07_hinge,hinge_deg,3.048746,False
underfilled,shoulder_poke_right,free,outer_mid_front_08_hinge,hinge_deg,3.042534,False
underfilled,shoulder_poke_right,free,outer_mid_front_09_hinge,hinge_deg,3.040617,False
underfilled,shoulder_poke_right,free,outer_mid_front_10_hinge,hinge_deg,3.035604,False
underfilled,shoulder_poke_right,free,outer_upper_left_00_hinge,hinge_deg,6.366792,False
underfilled,shoulder_poke_right,free,outer_upper_left_01_hinge,hinge_deg,6.368533,False
