scenario_name,eval_mode,requested_target_label,actual_region_label_at_close,trapped_patch_count,bilateral_contact_balance,pull_test_slip_mm,load_following_ratio,connect_activated,scoop_engaged,support_state_formed,load_transfer_ratio,lift_height,hold_time,transport_distance,shake_survival,final_slip_distance,drop_or_not,no_graspable_patch_found,pass_fail,xml
underfilled,visual_demo,shoulder_patch,shoulder_patch,4,0.7100000000000001,9.3,0.7030000000000001,True,True,True,0.8093333333333335,0.055,1.0,0.16,True,7.403,False,False,True,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\project_dual_sack\generated\underfilled_dual.xml
