mode,scenario_name,content_case,selfcollide_mode,noslip_iterations,trial_index,requested_target_label,actual_region_label_at_close,accepted_candidate_rank,seam_overlap_ratio,fold_overlap_ratio,plain_top_overlap_ratio,captured_shell_points,bundle_thickness_proxy,bilateral_contact_balance,contact_persistence_ms,pull_test_slip_mm,micro_lift_survival,load_following_ratio,latch_activated,lift_height,hold_time,lift_height_contact_only,hold_time_contact_only,final_slip_distance,drop_or_not,no_graspable_patch_found,pass_fail,hold_surrogate_activated,rectification_used,candidate_policy_tag,candidate_score,nonfinite,xml,output_dir
contact_only_eval,severe_fold,underfilled,auto,1,0,auto,fold,1,0.0,0.7142857142857143,0.0,7,0.156046111592807,0.3333333333333333,438.0,14.945030405370119,True,0.7260428811625509,False,0.07919213461411018,0.75,0.07919213461411018,0.75,0.04263191435504137,False,False,True,False,brush_fold_sideways,fold_root_or_rolled_body+brush_fold_sideways,4.234326733929477,False,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\c\und_auto_n1\severe_fold_auto_t00\scene_contact_only_eval_t00.xml,D:\Michael\2025\01.Research\01.Parceldetection\16.Pybullet\bullet3-master (1)\bullet3-master\examples\pybullet\examples\DeformableTest\Sackcodex2\demos\realistic_top_grasp\out\as\c\und_auto_n1\severe_fold_auto_t00
